"Income.Group","Region","Country","Year","Indicator","Value"
"High income","Europe & Central Asia","Germany",2003,"AgingPopr",120.13
"High income","Europe & Central Asia","Germany",2003,"FemLabr",109.61
"High income","Europe & Central Asia","Germany",2003,"Unemployr",184.91
"High income","Europe & Central Asia","Germany",2003,"GDPgr",-113.58
"High income","Europe & Central Asia","Germany",2003,"GDPpcapr",135.6
"High income","Europe & Central Asia","Germany",2003,"FDIGDPr",1815.61
"High income","Europe & Central Asia","Germany",2003,"FDIusdr",221.51
"High income","Europe & Central Asia","Germany",2003,"HDIr",110.99
"High income","Europe & Central Asia","Germany",2003,"LEIr",105.85
"High income","Europe & Central Asia","Germany",2003,"IncIr",102.53
"High income","Europe & Central Asia","Germany",2003,"EduIr",125.87
"High income","Europe & Central Asia","Germany",2003,"EPIr",98.93
"High income","Europe & Central Asia","Germany",2003,"EFIr",99.86
"High income","Europe & Central Asia","Germany",2003,"ESGcompr",104
"High income","Europe & Central Asia","Germany",2004,"Urbanr",103.69
"High income","Europe & Central Asia","Germany",2004,"AgingPopr",123.49
"High income","Europe & Central Asia","Germany",2004,"FemLabr",109.85
"High income","Europe & Central Asia","Germany",2004,"Unemployr",201.89
"High income","Europe & Central Asia","Germany",2004,"GDPgr",22.64
"High income","Europe & Central Asia","Germany",2004,"GDPpcapr",152.64
"High income","Europe & Central Asia","Germany",2004,"FDIGDPr",-603.42
"High income","Europe & Central Asia","Germany",2004,"FDIusdr",-137.23
"High income","Europe & Central Asia","Germany",2004,"HDIr",112.23
"High income","Europe & Central Asia","Germany",2004,"LEIr",106.32
"High income","Europe & Central Asia","Germany",2004,"IncIr",102.99
"High income","Europe & Central Asia","Germany",2004,"EduIr",129.19
"High income","Europe & Central Asia","Germany",2004,"EPIr",99.39
"High income","Europe & Central Asia","Germany",2004,"EFIr",99.57
"High income","Europe & Central Asia","Germany",2004,"ESGcompr",104.6
"High income","Europe & Central Asia","Germany",2005,"Urbanr",103.97
"High income","Europe & Central Asia","Germany",2005,"AgingPopr",126.85
"High income","Europe & Central Asia","Germany",2005,"FemLabr",110.1
"High income","Europe & Central Asia","Germany",2005,"Unemployr",211.32
"High income","Europe & Central Asia","Germany",2005,"GDPgr",13.74
"High income","Europe & Central Asia","Germany",2005,"GDPpcapr",154.71
"High income","Europe & Central Asia","Germany",2005,"FDIGDPr",1456.98
"High income","Europe & Central Asia","Germany",2005,"FDIusdr",-135.42
"High income","Europe & Central Asia","Germany",2005,"HDIr",112.36
"High income","Europe & Central Asia","Germany",2005,"LEIr",106.67
"High income","Europe & Central Asia","Germany",2005,"IncIr",103.22
"High income","Europe & Central Asia","Germany",2005,"EduIr",129.05
"High income","Europe & Central Asia","Germany",2005,"EPIr",99.85
"High income","Europe & Central Asia","Germany",2005,"EFIr",97.56
"High income","Europe & Central Asia","Germany",2005,"ESGcompr",104.27
"High income","Europe & Central Asia","Germany",2006,"Urbanr",104.24
"High income","Europe & Central Asia","Germany",2006,"AgingPopr",129.53
"High income","Europe & Central Asia","Germany",2006,"FemLabr",110.84
"High income","Europe & Central Asia","Germany",2006,"Unemployr",194.34
"High income","Europe & Central Asia","Germany",2006,"GDPgr",72.59
"High income","Europe & Central Asia","Germany",2006,"GDPpcapr",162.86
"High income","Europe & Central Asia","Germany",2006,"FDIGDPr",2025.09
"High income","Europe & Central Asia","Germany",2006,"FDIusdr",-281.79
"High income","Europe & Central Asia","Germany",2006,"HDIr",113.61
"High income","Europe & Central Asia","Germany",2006,"LEIr",107.03
"High income","Europe & Central Asia","Germany",2006,"IncIr",103.91
"High income","Europe & Central Asia","Germany",2006,"EduIr",131.65
"High income","Europe & Central Asia","Germany",2006,"EPIr",99.04
"High income","Europe & Central Asia","Germany",2006,"EFIr",101.43
"High income","Europe & Central Asia","Germany",2006,"ESGcompr",105.54
"High income","Europe & Central Asia","Germany",2007,"Urbanr",104.51
"High income","Europe & Central Asia","Germany",2007,"AgingPopr",132.21
"High income","Europe & Central Asia","Germany",2007,"FemLabr",111.33
"High income","Europe & Central Asia","Germany",2007,"Unemployr",164.15
"High income","Europe & Central Asia","Germany",2007,"GDPgr",56.79
"High income","Europe & Central Asia","Germany",2007,"GDPpcapr",186.46
"High income","Europe & Central Asia","Germany",2007,"FDIGDPr",1029.88
"High income","Europe & Central Asia","Germany",2007,"FDIusdr",-418.08
"High income","Europe & Central Asia","Germany",2007,"HDIr",114.11
"High income","Europe & Central Asia","Germany",2007,"LEIr",107.38
"High income","Europe & Central Asia","Germany",2007,"IncIr",104.48
"High income","Europe & Central Asia","Germany",2007,"EduIr",132.23
"High income","Europe & Central Asia","Germany",2007,"EPIr",98.89
"High income","Europe & Central Asia","Germany",2007,"EFIr",101.43
"High income","Europe & Central Asia","Germany",2007,"ESGcompr",105.71
"High income","Europe & Central Asia","Germany",2008,"Urbanr",104.79
"High income","Europe & Central Asia","Germany",2008,"AgingPopr",134.23
"High income","Europe & Central Asia","Germany",2008,"FemLabr",111.58
"High income","Europe & Central Asia","Germany",2008,"Unemployr",141.51
"High income","Europe & Central Asia","Germany",2008,"GDPgr",18.31
"High income","Europe & Central Asia","Germany",2008,"GDPpcapr",203.67
"High income","Europe & Central Asia","Germany",2008,"FDIGDPr",575.07
"High income","Europe & Central Asia","Germany",2008,"FDIusdr",-312.25
"High income","Europe & Central Asia","Germany",2008,"HDIr",114.36
"High income","Europe & Central Asia","Germany",2008,"LEIr",107.73
"High income","Europe & Central Asia","Germany",2008,"IncIr",104.6
"High income","Europe & Central Asia","Germany",2008,"EduIr",132.8
"High income","Europe & Central Asia","Germany",2008,"EPIr",99.21
"High income","Europe & Central Asia","Germany",2008,"EFIr",101.15
"High income","Europe & Central Asia","Germany",2008,"ESGcompr",105.87
"High income","Europe & Central Asia","Germany",2009,"Urbanr",105.06
"High income","Europe & Central Asia","Germany",2009,"AgingPopr",136.24
"High income","Europe & Central Asia","Germany",2009,"FemLabr",112.07
"High income","Europe & Central Asia","Germany",2009,"Unemployr",145.28
"High income","Europe & Central Asia","Germany",2009,"GDPgr",-208.41
"High income","Europe & Central Asia","Germany",2009,"GDPpcapr",186
"High income","Europe & Central Asia","Germany",2009,"FDIGDPr",1156.39
"High income","Europe & Central Asia","Germany",2009,"FDIusdr",-200.36
"High income","Europe & Central Asia","Germany",2009,"HDIr",114.36
"High income","Europe & Central Asia","Germany",2009,"LEIr",108.08
"High income","Europe & Central Asia","Germany",2009,"IncIr",103.91
"High income","Europe & Central Asia","Germany",2009,"EduIr",133.38
"High income","Europe & Central Asia","Germany",2009,"EPIr",100.19
"High income","Europe & Central Asia","Germany",2009,"EFIr",101
"High income","Europe & Central Asia","Germany",2009,"ESGcompr",106.14
"High income","Europe & Central Asia","Germany",2010,"Urbanr",105.34
"High income","Europe & Central Asia","Germany",2010,"AgingPopr",138.26
"High income","Europe & Central Asia","Germany",2010,"FemLabr",112.32
"High income","Europe & Central Asia","Germany",2010,"Unemployr",132.08
"High income","Europe & Central Asia","Germany",2010,"GDPgr",79.52
"High income","Europe & Central Asia","Germany",2010,"GDPpcapr",186.21
"High income","Europe & Central Asia","Germany",2010,"FDIGDPr",1755.41
"High income","Europe & Central Asia","Germany",2010,"FDIusdr",-282.15
"High income","Europe & Central Asia","Germany",2010,"HDIr",114.86
"High income","Europe & Central Asia","Germany",2010,"LEIr",108.31
"High income","Europe & Central Asia","Germany",2010,"IncIr",104.6
"High income","Europe & Central Asia","Germany",2010,"EduIr",133.67
"High income","Europe & Central Asia","Germany",2010,"EPIr",99.89
"High income","Europe & Central Asia","Germany",2010,"EFIr",101.86
"High income","Europe & Central Asia","Germany",2010,"ESGcompr",106.46
"High income","Europe & Central Asia","Germany",2011,"Urbanr",105.61
"High income","Europe & Central Asia","Germany",2011,"AgingPopr",138.93
"High income","Europe & Central Asia","Germany",2011,"FemLabr",112.81
"High income","Europe & Central Asia","Germany",2011,"Unemployr",109.43
"High income","Europe & Central Asia","Germany",2011,"GDPgr",74.67
"High income","Europe & Central Asia","Germany",2011,"GDPpcapr",209.13
"High income","Europe & Central Asia","Germany",2011,"FDIGDPr",1805.02
"High income","Europe & Central Asia","Germany",2011,"FDIusdr",-48.29
"High income","Europe & Central Asia","Germany",2011,"HDIr",115.48
"High income","Europe & Central Asia","Germany",2011,"LEIr",108.55
"High income","Europe & Central Asia","Germany",2011,"IncIr",105.63
"High income","Europe & Central Asia","Germany",2011,"EduIr",134.39
"High income","Europe & Central Asia","Germany",2011,"EPIr",100.4
"High income","Europe & Central Asia","Germany",2011,"EFIr",102.87
"High income","Europe & Central Asia","Germany",2011,"ESGcompr",107.17
"High income","Europe & Central Asia","Germany",2012,"Urbanr",105.61
"High income","Europe & Central Asia","Germany",2012,"AgingPopr",139.6
"High income","Europe & Central Asia","Germany",2012,"FemLabr",113.05
"High income","Europe & Central Asia","Germany",2012,"Unemployr",101.89
"High income","Europe & Central Asia","Germany",2012,"GDPgr",7.98
"High income","Europe & Central Asia","Germany",2012,"GDPpcapr",196.64
"High income","Europe & Central Asia","Germany",2012,"FDIGDPr",1285.64
"High income","Europe & Central Asia","Germany",2012,"FDIusdr",-156.61
"High income","Europe & Central Asia","Germany",2012,"HDIr",115.73
"High income","Europe & Central Asia","Germany",2012,"LEIr",108.78
"High income","Europe & Central Asia","Germany",2012,"IncIr",105.63
"High income","Europe & Central Asia","Germany",2012,"EduIr",134.83
"High income","Europe & Central Asia","Germany",2012,"EPIr",100.61
"High income","Europe & Central Asia","Germany",2012,"EFIr",101.72
"High income","Europe & Central Asia","Germany",2012,"ESGcompr",107.01
"High income","Europe & Central Asia","Germany",2013,"Urbanr",105.61
"High income","Europe & Central Asia","Germany",2013,"AgingPopr",140.27
"High income","Europe & Central Asia","Germany",2013,"FemLabr",113.55
"High income","Europe & Central Asia","Germany",2013,"Unemployr",98.11
"High income","Europe & Central Asia","Germany",2013,"GDPgr",8.15
"High income","Europe & Central Asia","Germany",2013,"GDPpcapr",207.52
"High income","Europe & Central Asia","Germany",2013,"FDIGDPr",1247.5
"High income","Europe & Central Asia","Germany",2013,"FDIusdr",-121.48
"High income","Europe & Central Asia","Germany",2013,"HDIr",115.73
"High income","Europe & Central Asia","Germany",2013,"LEIr",109.02
"High income","Europe & Central Asia","Germany",2013,"IncIr",105.63
"High income","Europe & Central Asia","Germany",2013,"EduIr",134.54
"High income","Europe & Central Asia","Germany",2013,"EPIr",100.39
"High income","Europe & Central Asia","Germany",2013,"EFIr",104.3
"High income","Europe & Central Asia","Germany",2013,"ESGcompr",107.64
"High income","Europe & Central Asia","Germany",2014,"Urbanr",105.61
"High income","Europe & Central Asia","Germany",2014,"AgingPopr",141.61
"High income","Europe & Central Asia","Germany",2014,"FemLabr",113.79
"High income","Europe & Central Asia","Germany",2014,"Unemployr",94.34
"High income","Europe & Central Asia","Germany",2014,"GDPgr",42.35
"High income","Europe & Central Asia","Germany",2014,"GDPpcapr",215.03
"High income","Europe & Central Asia","Germany",2014,"FDIGDPr",347.7
"High income","Europe & Central Asia","Germany",2014,"FDIusdr",-409.75
"High income","Europe & Central Asia","Germany",2014,"HDIr",116.1
"High income","Europe & Central Asia","Germany",2014,"LEIr",109.25
"High income","Europe & Central Asia","Germany",2014,"IncIr",105.86
"High income","Europe & Central Asia","Germany",2014,"EduIr",135.26
"High income","Europe & Central Asia","Germany",2014,"EPIr",100.57
"High income","Europe & Central Asia","Germany",2014,"EFIr",105.16
"High income","Europe & Central Asia","Germany",2014,"ESGcompr",108.09
"High income","Europe & Central Asia","Germany",2015,"Urbanr",105.61
"High income","Europe & Central Asia","Germany",2015,"AgingPopr",142.28
"High income","Europe & Central Asia","Germany",2015,"FemLabr",114.04
"High income","Europe & Central Asia","Germany",2015,"Unemployr",86.79
"High income","Europe & Central Asia","Germany",2015,"GDPgr",33.11
"High income","Europe & Central Asia","Germany",2015,"GDPpcapr",184.45
"High income","Europe & Central Asia","Germany",2015,"FDIGDPr",1287.16
"High income","Europe & Central Asia","Germany",2015,"FDIusdr",-318.59
"High income","Europe & Central Asia","Germany",2015,"HDIr",116.48
"High income","Europe & Central Asia","Germany",2015,"LEIr",109.48
"High income","Europe & Central Asia","Germany",2015,"IncIr",106.09
"High income","Europe & Central Asia","Germany",2015,"EduIr",135.84
"High income","Europe & Central Asia","Germany",2015,"EPIr",101.26
"High income","Europe & Central Asia","Germany",2015,"EFIr",105.73
"High income","Europe & Central Asia","Germany",2015,"ESGcompr",108.6
"High income","Europe & Central Asia","Germany",2016,"Urbanr",105.61
"High income","Europe & Central Asia","Germany",2016,"AgingPopr",142.95
"High income","Europe & Central Asia","Germany",2016,"FemLabr",114.29
"High income","Europe & Central Asia","Germany",2016,"Unemployr",77.36
"High income","Europe & Central Asia","Germany",2016,"GDPgr",42.44
"High income","Europe & Central Asia","Germany",2016,"GDPpcapr",188.75
"High income","Europe & Central Asia","Germany",2016,"FDIGDPr",1293.4
"High income","Europe & Central Asia","Germany",2016,"FDIusdr",-219.25
"High income","Europe & Central Asia","Germany",2016,"HDIr",116.85
"High income","Europe & Central Asia","Germany",2016,"LEIr",109.72
"High income","Europe & Central Asia","Germany",2016,"IncIr",106.32
"High income","Europe & Central Asia","Germany",2016,"EduIr",136.71
